"signature","libraryName","placeName","allAuthorNames","allNotes","place"
"lat. 2321","Bibliothèque nationale de France","Paris","Beda Venerabilis","Il manoscritto è membranaceo, è formato da 152 ff. e misura 250x155 mm. Esemplato in Italia, il codice trasmette inoltre i seguenti testi: Isidoro di Siviglia, In libros Vet. ac Novi Testamenti proemia, ff. 1r-9v; De ortu et obitu patrum, ff. 9v-20v; Allegoriae, ff. 20v-28v; Ambrogio Auperto, De conflictu vitiorum et virtutum, ff. 29r-44r; Isidoro di Siviglia, Etymologiae, ff. 45v-46v e 49v-135v; Prophetia Merlini, f. 48r;  Chronica Isidori quae feruntur sub nomine Augustini et Hieronymi, ff. 143v-152.","http://www.wikidata.org/entity/Q90"
"lat. 2333 A","Bibliothèque nationale de France","Paris","Sanctus Brendanus","Il manoscritto membranaceo è composto da II, 172, I' ff. e misura 310x215 mm con il testo disposto su due colonne. Posseduto dall'abbazia di St. Sauver et St. Andrè ad Anchin, il codice trasmette inoltre: Hugo Farsitus, Libellus de miraculis Sanctae Mariae Suessionensis, ff. 1r-134r; Missa in festo s. Brendani, f. 147r; Narratio de s. Brendano, ff. 147r-147v; Alano d'Auxerre, Vita s. Bernardi Claraevallensis, ff. 147v-171r. Il codice è realizzato da più mani, una sola delle quali all'opera della Navigatio. Alcuni notabilia sono aggiunti a margine anche da una mano più tarda. ","http://www.wikidata.org/entity/Q90"
"lat. 2384","Bibliothèque nationale de France","Paris","Beda Venerabilis","Il codice composito, membranaceo e cartaceo,  è formato da 237 ff. e misura 265 x 195 mm. Si compone di due diverse unità codicologiche, la prima, corrispondente ai ff. 1-153, del IX secolo, la seconda, ff. 154-237, del XV secolo. L'ente possessore era l'abbazia di Saint-Denis e si conoscono i nomi di due diversi possessori, Jacques-Auguste de Thou (1553-1617) e Nicolas la Fèvre. Trasmette: Alcuino, Comment. in Matthaeum, ff. 1-54v e 61r-62v; Beda, Liber retractationis in Act. Apost., ff. 55-60v e 63r-68r; De monogramma de qua memoratur Johannes in Apocalypsi, f. 68r; Alcuino, Interrogationes in Genesim, f. 68v; Questiones in Genesim, ff. 68v-83r; Enchiridion seu expositio in Psalmos graduales, f. 83r-88v; 94r-98r;  Beda, De titulis psalmorum, ff. 98r-117v; Quaestiones Hebraicae in I-III Regum et in I-II Paralipomenon, ff. 117r-134r; In libros Regum quaestiones XXX, ff. 134r-140v; Beda, Nomina regionum atque locorum de Actibus apostolorum, ff. 140v-141v; Concordia quorundam testimoniorum Sacrae Scripturae, ff. 142r-146v; Expositio in Canticum Canticorum, ff. 147r-152v. Nella seconda unità codicologica sono trasmesse: Samuel Marochitanus, De adventu Messiae praeterito e Niccolò de Lira, Quaestiones disputatae adversus Judaeos de adventu Christi. ","http://www.wikidata.org/entity/Q90"
"lat. 2420","Bibliothèque nationale de France","Paris","Hrabanus Maurus","Il manoscritto membranaceo è formato da 133 ff. e misura 400x270 mm. Il codice presenta le antiche segnature ""Rigault 433"", ""Dupuy 459"", ""Regius 3648"". ","http://www.wikidata.org/entity/Q90"
"lat. 2444","Bibliothèque nationale de France","Paris","Sanctus Brendanus","Il manoscritto membranaceo è formato da I, 90 ff. e misura 255x165 mm. Il codice trasmette inoltre: Defensor, De institutione virginum, ff. 67v-79v; Vita s. Alexii, ff. 79v-84r; Ildefonso di Toledo, De virginitate perpetua beatae Mariae (incompleto), ff. 84r-90v. Al f. Iv è stilato l'indice in scrittura italiana del XVII secolo. Una sola trascrive il testo della Navigatio. ","http://www.wikidata.org/entity/Q90"
"lat. 2845","Bibliothèque nationale de France","Paris","Sanctus Brendanus","Il manoscritto membranaceo è formato da II, 170, II ff. e misura 205x145 mm. Il codice trasmette inoltre: Vita ss. Barlaae et Iosafat, ff. 1r-115r; De egressione filiorum Israel ex Aegypto, ff. 134v-160v; Marbodo di Rennes, Liber decem capitulorum, cap. X, ff. 160v-162v; Versi sulla Maddalena e mnemotecnici, f. 162v; Quaestiones et responsiones teologiche, ff. 163r-169r; Estratti sull'Anticristo, ff. 169r-170r; Versi sulle qualità del monaco, f. 170v. I primi due testi sono trascritti da un unico copista, cui seguono varie altre mani; un paio di marginalia segnalano ai ff. 120r e 124r ""quarta insula"" e ""sexta insula"". ","http://www.wikidata.org/entity/Q90"
"lat. 3088","Bibliothèque nationale de France","Paris","Wilbrandus Oldenburgensis","Il manoscritto è formato da 126 ff. Il codice è composito e riporta: Giovanni di Fécamp, Confessio teologica, ff. 1r-6v; pseudo Leo papa, Contra Hybernias nenias, f. 7r; Giovanni di Fécamp, Epistola, f. 7v; Commento alla festa della Dedicazione, ff. 9r-12v; Pietro Abelardo, Expositio fidei in symbolum Athanasii, ff. 13r-26r; Expositio orationis dominicae, ff. 16v-25v; Ildeberto di Lavardin, De Roma, ff. 25r-26r; Trascrizioni di Nicolas de Beaufort, ff. 27r-33r; Nicolas de Beaufort, Lettera a Gilles Schondonch, ff. 34r-48r; Homiliae, ff. 64r-70r; Matteo di Cracovia, Dialogus, ff. 70v-77v; Ildeberto di Lavardin, Poesie, ff. 78r-80r; Sermones, ff. 83r-100v; Marbodo, Passio s. Victoris Massiliensis, ff. 102r-107v; Glossae, ff. 108r-121r; Virgilio, Eneide, I, 1-3, f. 122v; Isidoro, Chronica, ff. 123r-123v; Beda, Hymnus, f. 124r; Biblia, ff. 125r-125v; Alessandro III, Epistola, f. 126v. ","http://www.wikidata.org/entity/Q90"
"lat. 3123","Bibliothèque nationale de France","Paris","Iacobus Angeli de Scarperia","Il manoscritto cartaceo è formato da 170 ff. e misura 287x210 mm. Bianchi i ff. 24, 64, 73, 75v, 76-79, 156-158. Il codice fu copiato da mano transalpina. Molte sono le note marginali, soprattutto del XVI secolo. Al f. 1r nota: ""Clarissimo et ornatissimo viro D. M. Jacobo Christmanno hoc levidense munusculum, suae erga ipsum benevolentiae monimentum, reliquit, Heidelb. discedens, Antonius Thijsius Antwerpiensis, anno ultimi temporis MDLXXXIX"". Al f. 3r stemma del possessore, Ch.M. Le Tellier, arcivescovo di Reims dal 1671 al 1710. Il codice trasmette inoltre: Pierre d'Ailly, Tractatus de legibus et sectis contra superstitiosos astronomos, ff. 3r-25r; papa Giovanni XXIII, Bolla sulla riforma del calendario, ff. 25v-26r; Tavola sinottica dei termini pasquali, ff. 26r-26v; Pierre d'Ailly, Vigintiloquium de concordancia theologie et astronomie, ff. 26v-70v; Iohannes de Muris, Sermo de regulis computistarum, ff. 71r-72v; Enrico di Langenstein , De reductione effectuum, ff. 74r-75r; Pierre d'Ailly, Imago Mundi, ff. 80r-125v; Exposicio mappe mundi, ff. 126r-155v. Il medesimo estratto tolemaico, con uguale incipit e colophon, è contenuto nel ms. 344 della Bibliothèque municipale di Valenciennes (ff. 74r-83r).","http://www.wikidata.org/entity/Q90"
"lat. 3784","Bibliothèque nationale de France","Paris","Sanctus Brendanus","Il manoscritto membranaceo è formato da III + 131, II ff.  ed è composto da cinque unità codicologiche. La Navigatio si trova nella IV, risalente a prima del 1034, e trasmessa insieme ad Evangelium Nicodemi, ff. 108v-114r, e Sermo de imagine Christi Berytensi, ff. 114r-114v. Il codice è principalmente una raccolta di testi agiografici, in parte copiati da Ademaro a Saint-Martial, che verga anche il testo della Navigatio. ","http://www.wikidata.org/entity/Q90"
"lat. 4794","Bibliothèque nationale de France","Paris","Anonymus Ravennas","Il manoscritto membranaceo è composto da 67 ff., con il testo disposto su due colonne, e misura 295 x 200 mm. Trasmette: Anonymi chronicon à Nino, Assyriorum Rege, ad Justinum, Imperatorem, ff. 30r-65v; Romanorum Pontificum catalogus à sancto Petro ad Constantinum II, ff. 65v-66r; Anonymi epistola de regimine sanitatis, ff. 66v-67v; Patriarchae Hierosolymitani epistola ad Romanum Pontificem de innumerabilium extraneorum irruptione, Christianis in fide non omninò absimilium, f. 67v. ","http://www.wikidata.org/entity/Q90"
"lat. 4801","Bibliothèque nationale de France","Paris","Iacobus Angeli de Scarperia","Il manoscritto membranaceo è formato da I, 124 ff. e misura 570x420 mm. Esemplato in Italia, il codice appartenne a Jaffrey Carle, presidente del senato di Milano nel 1503, i cui stemmi sovrascrivono uno scudo al f. 2r e figurano nella decorazione del f. 74r. ","http://www.wikidata.org/entity/Q90"
"lat. 4802","Bibliothèque nationale de France","Paris","Iacobus Angeli de Scarperia","Il manoscritto membranaceo è formato da II, 136, I' ff. e misura 595x440 mm. Il codice fu preparato a Firenze per il duca di Calabria, il futuro re Alfonso II, da Hugues Commineau che si firma al f. 72v: ""Claudii Ptolomei Cosmographie textus usque ad tabulas feliciter finit per me Ugonem Comminelli e Francia natum inter scriptores minimum"", e al f.123r: ""Scripsit Ugo Comminelli ex Francia natus: composuitque Petrus Massarius Florentinus"". ","http://www.wikidata.org/entity/Q90"
"lat. 4803","Bibliothèque nationale de France","Paris","Iacobus Angeli de Scarperia","Il manoscritto cartaceo è formato da II, 105 ff. e misura 560x420 mm. Esemplato a Firenze da una sola mano.","http://www.wikidata.org/entity/Q90"
"lat. 4804","Bibliothèque nationale de France","Paris","Iacobus Angeli de Scarperia","Il manoscritto membranaceo è formato da IV, 161, IV' ff. e misura 575x410 mm. Sono bianchi i fogli 1r, 4r, 82v, 103r, 107v, 116r, 118r, 124r, 134r, 136r, 154r, 155v, 156r, 157v, 158r, 159v, 160r, 161v. Codice di lusso copiato su due colonne da Iohannes de Krickenborch a Gand per Louis de Bruges, datato e sottoscritto al f. 153v: ""Excripsit Iohannes de Kriekenborch, scriptor, in Gandavo, anno a Natali christiano MCCCCLXXXV"". Il codice appartenne a Luigi XII, re di Francia, le cui armi ricoprono lo stemma ai ff. 2r-5r. ","http://www.wikidata.org/entity/Q90"
"lat. 4805","Bibliothèque nationale de France","Paris","Iacobus Angeli de Scarperia","Il manoscritto membranaceo è formato da 130 ff. e misura 452x300 mm. Esemplato a Firenze. ","http://www.wikidata.org/entity/Q90"
"lat. 4806","Bibliothèque nationale de France","Paris","Dicuil Hibernicus","Il manoscritto membranaceo è formato da 40 ff. e misura 252x205 mm. Esemplato a Reims, il manoscritto trasmette anche la Cosmographia di Aethicus Ister, ma incompleta. ","http://www.wikidata.org/entity/Q90"
"lat. 4823","Bibliothèque nationale de France","Paris","Christophorus Bondelmontius","","http://www.wikidata.org/entity/Q90"
"lat. 4824","Bibliothèque nationale de France","Paris","Christophorus Bondelmontius","","http://www.wikidata.org/entity/Q90"
"lat. 4825","Bibliothèque nationale de France","Paris","Christophorus Bondelmontius","Presenta un'interpolazione a f. 15r alla carta di Santorini nell'annotazione «Hic ab annis VIII circa nata est insula in longitudine unius galee, videlicet in 1458».","http://www.wikidata.org/entity/Q90"
"lat. 4887","Bibliothèque nationale de France","Paris","Sanctus Brendanus","Il manoscritto membranaceo è formato da III, 102, I' ff. e misura 320x230 mm con il testo disposto su due colonne. Il codice trasmette anche l'Historiarium libri XII di Frecolfo, ff. 1r-73v; estratti dei Carmina di Ausonio, ff. 74v-75v; Carmen morale, ff. 76v-77v; Carmen IX, 2 di Venanzio Fortunato, ff. 77v-78r; Beda, Versus de die iudicii, ff. 78r-79r; Visio Anselli, ff. 79r-80v; Visio Wettini, ff. 88v-91v; Vita s. Hieronymi, ff. 92r-95r; Translatio capitis s. Iohannis Baptistae Angeriacum, ff. 95r-97v; Passio ss. Sergii et Bacchi, ff. 97v-102r; Versi misogeni, f. 102v. Varie mani si alternano nella trascrizione, una sola attiva nella Navigatio. ","http://www.wikidata.org/entity/Q90"
"lat. 4998","Bibliothèque nationale de France","Paris","Guido de Basochis","","http://www.wikidata.org/entity/Q90"
"lat. 4999 A","Bibliothèque nationale de France","Paris","Beda Venerabilis","Il manoscritto membranaceo è formato da 108 ff. Trasmette i seguenti testi: Eusebii et Isidori Hispalensis chronicon, ff. 1r-51v; Anonymi liber de tribus circumstantiis gestorum, ff. 52r-75v; Gesta Salvatoris, sive evangelium Nicodemi, ff. 46r-86r.","http://www.wikidata.org/entity/Q90"
"lat. 5137","Bibliothèque nationale de France","Paris","Sanctus Brendanus","Il manoscritto membranaceo è formato da IV, 148, I' ff. e misura 250x180 mm. Riporta note autografe di Bernardus Iterius. La Navigatio si trova nella prima unità codicologica, formata dai primi 7 ff. La seconda unità, ff. 8-15, trasmette Note e documenti amministrativi dell'abbazia di Saint-Martial; la terza, ff. 16-17, Note lessicali e Nota sulla forma dei contratti; la quarta, ff. 18-21, Trattatello morale, Argumentum del Vangelo di Matteo, Segni che appaiono nel sole e nella luna; la quinta, ff. 22-38, Accessus et esegesi di Orazio, Satyrae,  (mutila); la sesta, ff.  39-63, Accessus et esegesi di Orazio, Epistolae e  Accessus et esegesi di Orazio, Ars poetica; la settima, ff. 64-85,  Accessus et esegesi di Virgilio, Aeneis e Primi versi dell'Eneide; l'ottava, ff. 86-88, Esegesi di Persio, Satyrae (acefala), ff. 86r-88r; la nona, ff. 89-96, Esegesi di Virgilio, Georgica (acefala) e Guglielmo di Conches, Moralium dogma philosophorum; la decima, ff. 97-104, Esegesi di Virgilio, Heroides (mutila) ed esegesi si Stazio, Thebaidos libri (acefala); l'undicesima, ff. 117-148, parte del Vangelo di Giovanni con glossa marginale e interlineare, Henricus Salteriensis, Tractatus de purgatorio s. Patricii, Note e brevi testi e Atto donativo. Il testo della Navigatio è copiato da un solo scriba e rimane mutilo in corrispondenza di XIII 4. ","http://www.wikidata.org/entity/Q90"
"lat. 5284","Bibliothèque nationale de France","Paris","Sanctus Brendanus","Il manoscritto membranaceo è formato da I, 194, I' ff. e misura 325x230 mm con il testo disposto su due colonne. Il codice è una raccolta di testi agiografici, realizzata da una sola mano, cui sono apposte pochissime correzioni. Nel margine superiore dell'ultimo foglio si legge parzialmente l'annotazione: ""anno Domini MCCCXX...fuit"". ","http://www.wikidata.org/entity/Q90"
"lat. 5348","Bibliothèque nationale de France","Paris","Sanctus Brendanus","Il manoscritto membranaceo è formato da I, 152 ff. e misura 355x250 mm con il testo disposto su due colonne. Il codice trasmette inoltre: Vita et miracula s. Leonardi, ff. 2r-10r; Passio ss. quatuor coronatorum, ff. 25v-29v; Passio s. Theodori Amaseae mart., ff. 29v-32r; Beda, Vita s. Cuthberti, ff. 32r-58r; Osbern of Canterbury, Vita et miracula s. Dunstani, ff. 58r-88v; Eadmero di Canterbury, Vita s. Anselmi Cantuariensis, ff. 89r-115v; Epitaphium s. Anselmi Cantuariensis, f. 115v; Vita s. Breowae, ff. 116r-117v; estratti su s. Germano dall'Historia ecclesiastica di Beda, ff. 117v-151v. Il codice è ora mutilo di una parte centrale, ma un inventario del XIV secolo vergato sul verso del primo foglio permette di ricostruirne il contenuto originario. La raccolta è orientata sulla santità inglese, arricchita con la nuova area anglonormanna. Il testo della Navigatio presenta frequenti omissioni che vengono sanate a margine da un correttore. ","http://www.wikidata.org/entity/Q90"
"lat. 5371","Bibliothèque nationale de France","Paris","Sanctus Brendanus","Il manoscritto membranaceo è formato da II, 273, II' ff. e misura 360x230 mm. Si compone di tre unità codicologiche: la Navigatio si trova nella prima, risalente al secolo XIII. Il codice è una raccolta di Vite e Passioni di Santi. ","http://www.wikidata.org/entity/Q90"
"lat. 5572","Bibliothèque nationale de France","Paris","Sanctus Brendanus","Il manoscritto membranaceo è formato da 132 ff. e misura 230x165 mm, con il testo disposto su due colonne. Il codice, composito, è una raccolta di testi agiografici e di Inni sacri. Al f. 3r si legge l'ex libris di Saint-Pierre a Montiéramey, nella diocesi di Troyes: ""Liber Sancti Petri Adremarensis cenobii"", ripetuto al f. 20v lungo il margine esterno. La Navigatio è copiata per il primo foglio e mezzo da una mano diversa dal resto con alcune correzioni apposte da una mano posteriore. Il testo rimane mutilo in corrispondenza di XXVI, 2. ","http://www.wikidata.org/entity/Q90"
