"signature","libraryName","placeName","allAuthorNames","allNotes","place"
"7381","Biblioteca nazionale di Spagna","Madrid","Opus sine auctore","Il manoscritto è formato da 91 ff. e misura 320x220 mm. Nella nota 90v si legge che fu terminato il 22 luglio 1657 e che fu copiato da un manoscritto di Siviglia in pergamena trascritto per Fr. Pedro de S. Cecilio a Granada nel 1632. ","http://www.wikidata.org/entity/Q2807"
"8828","Biblioteca nazionale di Spagna","Madrid","Bonvicinus de Ripa","Il manoscritto cartaceo è formato da 67 ff. e misura 210x290 mm, scritto da due mani lombarde. La legatura è del XVII secolo, in cartone ricoperto di cartapecora. Trasmette inoltre la Chronica Danielis de comitibus Angleriae, ff. 35r-36r e l' Hystoria Atile dicti flagellum Dei, ff. 50v-62v. ","http://www.wikidata.org/entity/Q2807"
"9783","Biblioteca nazionale di Spagna","Madrid","Johannes Presbyter","Il manoscritto membranaceo è formato da 184 ff. e misura 280x170 mm. Esemplato in Francia, presenta aggiunte del XV secolo. Trasmette la redazione B dell'Epistola. ","http://www.wikidata.org/entity/Q2807"
"Ms. 9783","Biblioteca nazionale di Spagna","Madrid","Opus sine auctore","Il manoscritto membranaceo è formato da 185 ff. e misura 280x170 mm. Esemplato in Francia, trasmette la Descriptio in appendice ai Gesta Francorum. ","http://www.wikidata.org/entity/Q2807"
"Res. 36","Biblioteca nazionale di Spagna","Madrid","Dicuil Hibernicus","Il manoscritto membranaceo è formato da IV, 168 ff. e misura 290x200 mm. Il codice è una raccolta di testi geografici e topografici ed è una copia di Oxford, Bodleian Library, MS Canon. Miscell. 378, a sua volta discendente dall'antico codice della Cattedrale di Spira andato perduto. Il codice trasmette: la Cosmographia di Aethicus Ister, l'Itinerarium Antonini, l'Annunciationes provinciarum, De montibus, portis et viis urbis Romae, il De rebus bellicis, Disputatio Hadriani Augusti et Epicteti philosophi, la Notitia urbis Romae, Notitia urbis Constantinopolitanae, il De gradibus cognationum, la Notitia dignitatum tam civilium quam militarium, il De mensuratione provinciarum. ","http://www.wikidata.org/entity/Q2807"
"Códices 10 (F. 181; 7)","Royal Library of Madrid","Madrid","Sanctus Brendanus","Il manoscritto membranaceo è formato da 149 ff. e misura 420x280 mm. Composito, è formato da tre unità codicologiche e trasmette vite di santi e monaci. Il manoscritto contiene una versione abbreviata della Navigatio, su cui si rinvia a: http://ecodicibus.sismelfirenze.it/uploads/6/2/620/Navigatio_Bianchini.pdf","http://www.wikidata.org/entity/Q2807"
"129 (+)","Magdeburgo,  Bibliothek des Domgymnasium","Magdeburgo","Johannes Presbyter *** Sanctus Brendanus","Il manoscritto è andato perduto. ","http://www.wikidata.org/entity/Q1733"
"I 239","  Mainz, Wissenschaftliche Stadtbibliothek","Magonza","Iohannes de Mandavilla","Il manoscritto membranaceo e cartaceo è formato da II, 400 ff. e misura 200x140 mm. Il codice trasmette anche testi di Raimondo Lullo e di papa Gregorio I. ","http://www.wikidata.org/entity/Q1720"
"10","  Maria Saal, Stiftsbibliothek","Maria Saal","Burchardus de Monte Sion","Il manoscritto cartaceo è formato da 239 ff. e misura 205x145 mm. Il codice riporta la Regula pastoralis di papa Gregorio, i sermoni di Tommaso d'Aquino, l'Excidium urbis Jerusalem, la Passio Domini, estratti di Ugo da San Vittore e il Tractatus de discretione spirituum di Heinricus de Hassia. Il manoscritto riporta la redazione breve della Descriptio di Burcardo da Monte Sion. ","http://www.wikidata.org/entity/Q702126"
"15","  Maria Saal, Stiftsbibliothek","Maria Saal","Burchardus de Monte Sion","Il manoscritto cartaceo è formato da 200 ff. e misura 205x150 mm. Il codice trasmette anche testi matematici, calendari e riporta la Descriptio di Bucardo da Monte Sion nella redazione lunga. ","http://www.wikidata.org/entity/Q702126"
"RB 201 (olim 3.G.1)","Maynooth, St. Patrick College of Kildare. Russell Library","Maynooth","Sanctus Brendanus","Il manoscritto cartaceo è formato da IV, 242 ff. e misura 305x195 mm. Esemplato a Drogheda, trasmette la Navigatio nella redazione della Vita Dublinensis. ","http://www.wikidata.org/entity/Q750265"
"Cod. 46 (959, H 17)","Melk, Benediktinerstift","Melk","Opus sine auctore","Il manoscritto cartaceo è formato da 167 ff. Il codice è una collezione di testi dedicata alla Terra Sancta, come dichiarato dal copista al f. 151r: Nunc dimittis servum tuum domine. Finis est mirabilium mundi et terre sancte et diversis provinciis Indie superioris et inferioris anno Domini millesimo CCCCXVII etc. Il manoscritto trasmette inoltre i Flores temporum, i Gesta Alexandri Magni, l'Historia Orientalis di Jacques de Vitry, la Descriptio Terrae Sanctae di Burcardo di Monte Sion, il De locis sanctis terrae Ierusalem di Rorgo Fretellus e l'Itinerarium di Odorico da Pordenone. ","http://www.wikidata.org/entity/Q489806"
"100 (678; M. 8)","Melk, Stiftsbibliothek","Melk","Anonymus Mediolanensis","Il manoscritto membranaceo consta di 265 ff. con il testo disposto su due colonne. Redatto nell'abbazia di SS. Peter e Paul di Melk, trasmette il quinto volume del Legendarium Austriacum Magnum, con i santi del mese di Novembre e la Vita di Anatalone del Libellus. ","http://www.wikidata.org/entity/Q489806"
"101 (676; M. 6)","Melk, Stiftsbibliothek","Melk","Anonymus Mediolanensis","Il manoscritto membranaceo è composto da 355 ff. con il testo disposto su due colonne. Trasmette il terzo volume del Legendarium Austriacum Magnum, con i santi dei mesi di luglio e agosto. Contiene la Vita di Anatalone. ","http://www.wikidata.org/entity/Q489806"
"1094 (424; H. 42)","Melk, Stiftsbibliothek","Melk","Johannes Presbyter","Il manoscritto cartaceo è formato da 333 ff. e misura 148x110 mm. Esemplato nell'abbazia dei ss. Pietro e Paolo di Melk, il manoscritto si compone di dieci diverse unità codicologiche. L'Epistola del Prete Gianni fa parte della nona, esemplata tra il 1465 e il 1464 dal copista Iohannes Schlitpacher. ","http://www.wikidata.org/entity/Q489806"
"46 (959; H. 17)","Melk, Stiftsbibliothek","Melk","Burchardus de Monte Sion *** Odoricus de Portu Naonis","Il manoscritto composito è formato da 167 ff. e misura 305x210 mm. Il codice è composto da due unità codicologiche: la prima, datata negli anni 1417 e 1486 e corrispondente ai ff. 1-156, fu esemplata a Melk e riporta testi geografici, tra cui la Descriptio Terrae Sanctae di Burcardo da Monte Sion nella versione breve, la Descriptio di Philppus Brusserius, la Relatio di Odorico da Pordenone e testi storici come i Flores temporum e l'Historia Hierosolymitana abbreviata di Jacques de Vitry. La seconda unità, corrispondente ai ff. 157-167, risale alla fine del XV secolo e fu probabilmente esemplata da Simon de Gmunden. Trasmette l'Itinerarium di Wolfangus de Stira.  *** Il manoscritto cartaceo è formato da 167 ff. e misura 305x210 mm. Il codice trasmette testi storiografici e geografici, tra cui la versione breve della Descriptio Terrae Sanctae di Burchardus de Monte Sion e la Descriptio di Philippus Brusserius, i Flores temporum di Hermannus Gygas, l'Historia Hierosolymitana di Giacomo de Vitry e la Relatio di Odorico da Pordenone secondo la fase A, red. H. Sono presenti glosse sotto forma di notabilia e aggiunte e correzioni. ","http://www.wikidata.org/entity/Q489806"
"546 (134; C. 12)","Melk, Stiftsbibliothek","Melk","Sanctus Brendanus *** Anonymus Mediolanensis","Il manoscritto cartaceo è formato da 275 ff. e misura 297x215 mm. Trasmette Vite di santi, il Libellus de situ civitatis Mediolani e il Legendarium Austriacum Magnum.  *** Il manoscritto cartaceo è composto da 275 ff. e misura 297x215 mm. Probabilmente copiato a Melk, fu posseduto dall'abbazia di SS. Peter e Paul della città. Trasmette il sesto volume del Legendarium Austriacum Magnum con i santi del mese di dicembre, la Navigatio Sancti Brendani e le vite di Castriziano (ff. 10r-16r) e Calimero (ff. 78r-80v) del Libellus. ","http://www.wikidata.org/entity/Q489806"
"751, 2 (730)","Melk, Stiftsbibliothek","Melk","Franciscus Petrarcha",,"http://www.wikidata.org/entity/Q489806"
"952","Melk, Stiftsbibliothek","Melk","Odoricus de Portu Naonis","Il manoscritto membranaceo e cartaceo è formato da 126 ff. e misura 200-210x145-155 mm. Il codice è diviso in tre diverse unità codicologiche, la prima è datata al 1419 e contiene testi legati alle cerimonie dei benedettini, la seconda riporta la Descriptio Terrae Sanctae di Burcardo di Monte Sion e la terza la Relatio di Odorico da Pordenone secondo la fase B. Sono presenti annotazioni marginali che costituiscono un sommario di nomi geografici. ","http://www.wikidata.org/entity/Q489806"
"952 (718, [?])","Melk, Stiftsbibliothek","Melk","Burchardus de Monte Sion","Il manoscritto composito, membranaceo e cartaceo, è formato da 126 ff. e misura 200-210x145-155 mm. Formato da tre diverse unità codicologiche, la Descriptio di Burcardo da Monte Sion, riportata nella redazione lunga, fa parte della seconda, risalente alla metà del XIV secolo. Il codice riporta anche la Relatio di Odorico da Pordenone. ","http://www.wikidata.org/entity/Q489806"
"651","Metz, Bibliothèque municipale","Metz","Iohannes de Plano Carpini","Il manoscritto membranaceo e cartaceo è formato da 133 ff. e misura 155x113 mm. Parzialmente datato al 22 agosto 1273, il codice trasmette la prima redazione dell'Historia di Giovanni di Pian del Carpine, priva del nono capitolo e delle aggiunte successive al testo, ma con un testo mutilo, che si ferma a una parte del capitolo V e numerose omissioni e lacune. ","http://www.wikidata.org/entity/Q22690"
"Médiathèque Verlaine (Pontiffroy), 349","Metz, Bibliothèque municipale","Metz","Beda Venerabilis","Il manoscritto è membranaceo e consta di 108 ff. Trasmette, oltre il De locis sanctis di Beda, anche diverse omelie e sermoni, la Vita Iohannis Eleemosinarii di Leontius Neapolitanus episcopus, 37r-91v; Excerptum ex dictis beati Isidori ad instaurationem bone vite, ff. 91v-97r. ","http://www.wikidata.org/entity/Q22690"
"Man. cart. 90","Michaelbeuern, Stiftsbibliothek","Michaelbeuern","Sanctus Brendanus","Il manoscritto membranaceo e cartaceo è formato da 167 ff. e misura 220-225x150-160 mm. Esemplato a Michaelbeuern, è composto da due U.C. e trasmette testi prevalentemente religiosi. ","https://imagoarchive.it/resource/michaelbeuern"
"226 inf. ","Biblioteca Ambrosiana","Milano","Johannes Presbyter","Il manoscritto trasmette la redazione C dell'Epistola del Prete Gianni. ","http://www.wikidata.org/entity/Q490"
"A 219 inf.","Biblioteca Ambrosiana","Milano","Burchardus de Monte Sion","Il manoscritto cartaceo è formato da IV, 58 ff. e misura 360x250 mm. Posseduto da Girolamo Calchi (sec. XVI), il codice riporta il Liber insularum archipelagi di Christophorus Bondelmontius e la Descriptio Terrae Sanctae di Burcardo da Monte Sion nella redazione lunga.","http://www.wikidata.org/entity/Q490"
"A 223 inf.","Biblioteca Ambrosiana","Milano","Burchardus de Monte Sion","Il manoscritto membranaceo è formato da II, 36, I' ff. e misura 380x260 mm. Posseduto dal monastero di San Pietro in Gessate a Milano, il codice trasmette la Descriptio di Burcardo di Monte Sion nella redazione lunga. ","http://www.wikidata.org/entity/Q490"
"C. 133 inf. (olim O 246)","Biblioteca Ambrosiana","Milano","Anonymus Mediolanensis","Il manoscritto composito è formato fa cc. VI + 153 con fascicoli legati e misura 340x230 mm. Compilato probabilmente a S. Tecla a Milano, il manoscritto è diviso in due unità codicologiche, la prima composta da ff. 1r-117v, la seconda da ff. 118r-153r. Trasmette testi di sant'Ambrogio, Sulpicio Severo, i Sermoni di Massimo vescovo di Torino, Gregorio di Tours, scritti riguardanti Nazario e Celso e una vita di Maria Maddalena. Del libellus de situ civitatis Mediolani riporta il De adventu Barnabe (ff. 5r-8r), le Vite di Anatalone (ff. 8r-9v), Gaio (ff. 9v-14r), Castriziano (ff. 14r-21r), Calimero (ff. 21r-24r), Mona (ff. 24r-30v), Materno (ff. 30v-38v). ","http://www.wikidata.org/entity/Q490"
"D 26 inf.","Biblioteca Ambrosiana","Milano","Anonymus Mediolanensis","Il manoscritto membranaceo è composto da VI + 60 + VI ff. e misura 290x220 mm. Presente all'interno della Biblioteca Ambrosiana dal 1847, fu esemplato probabilmente da Michele Pizolpasso per lo zio, il cardinale Francesco Pizolpasso (1370-1443),  e fu poi posseduto da Francesco Della Croce (m.1479) e Gaetano Melzi (1783-1851). Trasmette alcuni frammenti della Vita di Materno del Libellus (ff. 26r-31v), il De exilio et morte sancti Dionysii (ff. 4v-10v), la Vita sancti Eusthorgii, ff. 11r-14r, la Vita di Sant'Ambrogio di Paulinus Mediolanensis (ff. 14r-27r), la Chronica pontificum mediolanensium (ff. 27v-60v). Probabilmente il manoscritto trasmetteva tutto il De situ, ma risulta mutilo dei primi 25 ff. ","http://www.wikidata.org/entity/Q490"
"D 41 inf","Biblioteca Ambrosiana","Milano","Iohannes Boccaccius","Il codice, che è redatto con scrittura gotica corsiva con influenze cancelleresche da unica mano, è appartenuto alla Biblioteca Ambrosiana fin dalla sua fondazione. Come attesta la nota di possesso a f. Ir il
manoscritto venne acquistato dagli eredi di
Francesco Ciceri (Lugano 1521 - Milano
1596), professore di retorica alle Scuole Palatine di Milano e possessore di un’importante biblioteca agli inizi del Seicento poi confluita nel fondo ambrosiano","http://www.wikidata.org/entity/Q490"
"E 22 inf. ","Biblioteca Ambrosiana","Milano","Anonymus Mediolanensis","Il manoscritto membranaceo è formato da I + 144 ff. e misura 400x280 mm. Del Libellus trasmette il De adventu Barnabae (ff. 73r-75r) e le Vite di Castriziano (ff. 14v-17v) e di Materno (ff. 124r-127r). ","http://www.wikidata.org/entity/Q490"
"E 57 sup. ","Biblioteca Ambrosiana","Milano","Marinus de Fregeno","Il manoscritto cartaceo è formato da IV, 224, I cc. e misura 205x140 mm. Esemplato in Italia centrale, il codice trasmette anche: Hieronymus Stridonius, De viris illustribus; Iuvencus, Evangeliorum libri IV; Sedulius, Carmen Paschale; Francesco Petrarca, Bucolicum carmen; Arator, Historia apostolica; estratti di Lucano. ","http://www.wikidata.org/entity/Q490"
"H 162 inf. ","Biblioteca Ambrosiana","Milano","Johannes Presbyter","Il manoscritto è formato da I, 194, I e misura 290x220 mm. Il codice è formato da undici diverse unità codicologiche e riporta l'Epistola nella redazione di Hildesheim ma solo fino al paragrafo 66.","http://www.wikidata.org/entity/Q490"
"H 188 inf. ","Biblioteca Ambrosiana","Milano","Odoricus de Portu Naonis","Il manoscritto cartaceo è formato da V, 109 ff. e misura 300x220 mm. Esemplato in Italia, il codice si trova presso la Biblioteca Ambrosiana dal 1809. Il manoscritto trasmette il testo della Relatio secondo la fase A, red. L. ","http://www.wikidata.org/entity/Q490"
"H 56 sup. ","Biblioteca Ambrosiana","Milano","Anonymus Mediolanensis","Il manoscritto membranaceo è formato da III, 95, I' ff. e misura 246 x 176 mm. Apografo dell'Ambrosiano D 26 inf, contiene tutto il De situ (ff. 3r-41v), oltre alla Chronica archiepiscoporum Mediolanensium II (usque ad 1318) e la Chronica Lampugnana (ff. 78v-89v). Il manoscritto fu forse esemplato da Michele Pizolpasso, sebbene questa attribuzione sia oggetto di dibattito presso gli studiosi e in particolar modo messa in discussione da M. Ferrari, Un bibliotecario milanese del Quattrocento: Francesco Della Croce, ""RSCA"", 10 (1981), pp. 204, 212, 217. Posseduto da Carlo Bascapè (n. 1550, m.1615), il manoscritto entrò nella Biblioteca Ambrosiana nel 1612. ","http://www.wikidata.org/entity/Q490"
